"","gameId","time","week","playId","frameId","event","playDirection","nflIdRet","playerNameRet","posRet","teamRet","xRet","yRet","sRet","aRet","disRet","oRet","dirRet","xLineOfScrimmage","xDepth","quarter","yardsToGo","gameClock","kickLength","playResult","hangTime","pointDiff","kickReturnYardage","operationTime","endYardLine","specialTeamsResult","numGunners","numVises","numRushers","NewPosition","ballApexX","ballApexY","beginPuntFrame","endPuntFrame","apexTime","vxy","vz","v_0","launch_angle","z","ballFinalX","ballFinalY","puntTime","distanceFromBallFinal","distanceFromBallApex","distanceBallToGo","dirChange","timeLeft","muffed_punt","sep_opp_1","s_opp_1","a_opp_1","o_opp_1","dir_opp_1","sep_team_1","s_team_1","a_team_1","o_team_1","dir_team_1","sep_opp_2","s_opp_2","a_opp_2","o_opp_2","dir_opp_2","sep_opp_3","s_opp_3","a_opp_3","o_opp_3","dir_opp_3","sep_team_2","s_team_2","a_team_2","o_team_2","dir_team_2","sep_team_3","s_team_3","a_team_3","o_team_3","dir_team_3","Temperature","Humidity","Precipitation","WindSpeed","Pressure","voronoi_area","timeRemaining","fumble","last_x_frame"
"11",2018090600,4,1,3868,56,"None","left",29957,"Darren Sproles","RB","PHI",88.72,25.0733333333333,1.81,2.64,0.19,12.64,162.31,39,49.72,4,14,05:04:00,52,25,4.4,-2,12,2.09,54,"Return",2,2,6,"RB",65.19,27.0233333333333,34,79,2.2,13.4617845935984,24.13125,27.6321709427063,60.8755962841386,27.13425,89.63,21.0033333333333,4.5,4.17049157773996,23.610662845418,25.1704986045172,-1.35082699153691,2.3,0,24.8030502156489,9.71,3.37,178.87,15.8,25.1288141383552,9.51,1.12,5.02999999999997,150.25,25.0456622990888,9.49,1.47,134.47,149.08,43.3555832621359,7.59,0.88,178.75,0.949999999999989,25.3931506513075,9.37,2.92,7.30000000000001,19.09,43.9306237151261,7.16,0.3,173.68,6.25999999999999,78.98,69,0,4.72,30.1265,509.432966,304,0,79.85
"12",2018090900,17,1,1360,58,"None","right",46532,"Janarion Grant","WR","BAL",84.1,27.16,1.86,1.88,0.19,84.63,32.22,31,53.1,2,14,12:09:00,50,49,4.52,17,1,2.16,70,"Return",2,3,1,"WR",59.32,24.95,34,81,2.4,12.319204424231,25.20375,28.0533743372966,63.9837653760991,29.601,80.46,23.87,4.7,4.90649569448502,24.8783540452338,21.1675695345498,0.734935989380592,2.3,0,29.4994660968635,8.54,1.33,95.99,80.7,25.4053222770348,7.87,1.59,46.86,51.67,43.2403711824956,8.18,1.32,75.6,81.38,43.7049939938218,7.31,0.62,76.77,85.6,28.406481654721,7.4,1.68,19.94,68.68,40.6569748013794,6.97,1.66,35.87,90.83,62.96,93,0.13,21.93,30.094,814.007308,2529,0,79.84
"13",2018090900,17,1,1136,52,"None","right",46532,"Janarion Grant","WR","BAL",81.88,33.04,3.59,2.32,0.35,77.2,37.6,32,49.88,2,13,14:21:00,49,-2,3.62,14,51,2.05,20,"Return",2,2,5,"WR",59.49,31.41,32,71,2,14.8462424159264,20.91375,25.647531127478,54.6575476373639,20.3775,79.88,28.12,3.9,5.31096977961652,22.4492538851517,20.6537212143478,1.18469560245043,1.9,0,28.3066158344653,9.62,1.54,129.29,103.43,28.273708635409,8.96,1.42,76.07,92.17,34.2203287535348,8.74,1.28,85.58,76.72,36.8149208881399,8.8,0.18,72.23,83.06,33.9232604565068,7.81,2.13,119.95,77.96,37.0955118579054,7.77,1.49,86.41,82.31,62.96,93,0.13,21.93,30.094,513.099285,2661,0,29.7
"14",2018090900,17,1,674,57,"None","left",46532,"Janarion Grant","WR","BAL",79.65,13.8533333333333,4.18,2.9,0.43,170.01,78.43,28,51.65,1,7,05:43:00,51,48,4.78,7,3,2.03,66,"Return",2,3,0,"WR",53.19,17.4133333333333,32,83,2.5,12.1267495477719,27.34875,29.9167541881951,66.1204726302585,34.85625,78.53,15.1933333333333,5.1,1.7464249196573,26.6984119377914,25.4370595784969,-0.874591775989178,2.6,0,28.4413361148874,9.92,1.67,173.35,177.19,28.0638878275979,9.64,0.71,14.47,4.13999999999999,31.7925840409363,9.94,0.82,19.96,36.29,41.3359722275889,8.48,1.1,19.14,26.3,30.0460513212635,8.43,2.1,22.8,179.63,31.6210135827427,9.9,1.01,22.96,37.04,62.96,93,0.13,21.93,30.094,620.698179,3043,0,76.57
"15",2018090900,17,1,575,53,"None","right",37228,"Jeremy Kerley","WR","BUF",80.43,35.2,6.37,2.31,0.63,175.42,11.53,36,44.43,1,9,06:37:00,63,59,4.2,-7,4,2.15,85,"Return",2,3,0,"WR",64.14,39.3,33,74,2,16.8327937275958,21.98625,27.6900367233106,52.5887934103091,22.5225,90.69,48.9,4.1,17.1160042065898,16.7980385759767,28.2322953370781,0.927996316274214,2.1,0,31.8997570523664,6.72,4,64.69,82.11,29.7217260602409,5.31,4.61,118.16,104.7,32.0105982449563,7.69,1.27,48.19,55.34,32.8544380563722,8.9,0.35,78.13,72.92,30.6897539905422,7.53,1.14,178.18,45.68,30.8614857062974,7.3,2.35,116.04,59.84,62.96,93,0.13,21.93,30.094,517.368006,3097,0,96.34
"16",2018090900,17,1,485,55,"None","left",46532,"Janarion Grant","WR","BAL",85.56,16.9133333333333,3.1,1.19,0.32,165.86,76.57,38,47.56,1,14,07:25:00,46,47,4.34,7,-1,2.11,75,"Return",2,3,0,"WR",64.17,17.8433333333333,32,78,2.3,12.0670292411593,24.6675,27.4608585254903,63.9651316076085,28.367625,83.39,8.46333333333334,4.6,8.72418477566815,21.4102078457917,21.386743557634,1.31942353340719,2.3,0,27.279913856169,6.7,2.96,170.01,174,26.8065756858275,7.2,3.15,22.45,168.28,27.8227281192913,9.36,1.19,10.98,30.71,36.5583218980303,7.82,0.74,172.59,16.94,27.6899061031272,7.35,1.58,141.3,170.55,27.8277792861737,9.06,0.91,37.35,32.78,62.96,93,0.13,21.93,30.094,370.03169,3145,0,84.01
"17",2018090900,18,1,1772,53,"None","left",37228,"Jeremy Kerley","WR","BUF",95.13,16.8933333333333,5.82,2.01,0.58,62.51,95.62,50,45.13,2,12,07:05:00,44,44,3.9,-17,NA,2.25,84,"Downed",2,3,1,"WR",76.9,26.1633333333333,33,72,2,14.6591340258524,20.91375,25.5396779433571,55.0000074639713,20.3775,97.2,33.3233333333333,3.9,16.559885265303,20.4515476187011,21.5256962721302,1.44546762272139,1.9,0,31.6967395799631,8.95,2,20.67,39.28,30.1221645968546,7.06,1.97,79.29,170.69,33.1546452250661,7.2,3.87,129.89,151.48,34.6459146220734,8.26,1.09,30.67,179.26,31.2333987903974,9.31,1.95,66.6,46.59,31.9421993607203,7,2.09,58.75,177.32,62.96,97,0.079,19.7,30.0763,594.5982,2225,0,96.96
"18",2018090900,19,1,3655,58,"None","right",42573,"Marcus Murphy","RB","BUF",94.27,38.81,6.02,1.55,0.6,112.13,3.88,51,43.27,4,5,14:47:00,50,41,4.07,-37,9,2.25,82,"Return",2,2,0,"RB",81.96,40.94,34,82,2.4,12.5806526532035,25.74,28.6499637204056,63.9849563081585,30.888,100.24,49.09,4.8,11.8877794394075,12.4929179938075,20.0145172312499,1.04465950839899,2.4,0,24.6994129484893,9.59,0.6,84.25,51.74,24.4591107769682,9.45,1.14,44.23,48.63,25.3083424980776,6.63,1.76,97.15,115.78,27.6027027662148,8.82,1.19,114.16,60.38,24.7278001447763,6.29,1.46,173.97,118.72,27.1114164144923,8.79,1.66,42.25,53.18,62.96,97,0.22,13.86,30.0763,418.054694,887,0,91.97
"19",2018090900,19,1,3851,50,"None","left",46532,"Janarion Grant","WR","BAL",90.66,12.5433333333333,3.47,2.03,0.36,175.57,102.72,45,45.66,4,8,12:05:00,54,54,3.23,37,0,2.25,89,"Return",2,3,1,"WR",65.87,13.7233333333333,34,66,1.6,16.5051607696275,17.16,23.8093664768983,46.1377405019968,13.728,85.03,8.73333333333333,3.1,6.79801441598942,24.8180680150571,19.7991338194377,0.594938436839974,1.5,0,24.2808999009509,9.37,1.53,142.5,170.17,24.7490706896239,9.18,2.44,162.52,172.19,39.7752498420814,8.13,0.91,176.79,13.88,40.7045611694807,7.62,0.59,23.07,18.6,32.507459144018,6.42,1,6.63,5.12,40.589270749793,6.1,3.97,89.56,61.08,62.96,97,0.22,13.86,30.0763,498.207546,725,0,98.6
"20",2018090900,19,1,3079,54,"None","left",37228,"Jeremy Kerley","WR","BUF",73.85,21.8033333333333,2.54,2.77,0.25,21.1,108.63,33,40.85,3,17,08:22:00,46,40,4.06,-40,6,2.21,63,"Return",2,4,0,"WR",59.67,24.4833333333333,33,76,2.1,13.0112274186553,23.05875,26.4763666408831,60.5962377648304,24.77475,78.26,27.9233333333333,4.3,7.54337457640809,14.4310359988464,18.9055996995599,0.946385977168256,2.2,0,28.1220233980416,5.26,7.87,144.8,51.43,25.7529124566523,7.46,4.73,161.29,161.57,28.1937475338061,7.32,2.62,2.37,6.41000000000003,28.8745458838749,8.29,1.75,44,45.7,27.1961559783731,7.92,2.79,178.29,161.45,28.4673286417957,7.84,1.5,38.62,30.41,62.96,97,0.22,13.86,30.0763,299.41197,1402,0,73.41
"21",2018090900,20,1,4325,53,"None","left",46532,"Janarion Grant","WR","BAL",98.9,15.2833333333333,3.86,1.53,0.38,152.38,98.13,57,41.9,4,12,03:02:00,43,43,3.8,44,NA,2.08,90,"Fair Catch",2,3,1,"WR",81.9,15.3433333333333,33,74,2,12.8067178701489,21.98625,25.4441979961659,59.8100519447315,22.5225,99.92,10.1533333333333,4.1,5.23042063318047,17.0001058820232,18.7525064991323,-1.37452562586316,2.1,0,22.3342808256725,9.17,1.25,0.180000000000007,2.99000000000001,23.7617886532138,7.86,0.65,163.12,177.13,27.4925335318519,9.1,0.55,28,31.42,31.6605274750753,7.61,0.4,0.230000000000018,26.85,25.223818109081,6.27,1.06,14.89,13.1,26.15047227107,6.51,0.72,164.51,165.98,62.96,97,0.071,23.05,30.0733,299.148898,182,0,99.84
"22",2018090900,20,1,4464,53,"None","right",42573,"Marcus Murphy","RB","BUF",73.94,32.53,7.51,1.3,0.75,177.9,6.72,27,46.94,4,3,01:36:00,54,54,3.84,-44,NA,2.25,71,"Out of Bounds",2,3,0,"RB",55.37,41.2,34,71,1.9,17.0062687707159,19.84125,26.1321330752835,49.4246220887521,18.33975,75.81,50.9,3.6,18.4649343351121,20.4942382146788,22.6248447508486,1.46934937149541,1.7,0,31.9665606532827,9.06,1,85.6,75.74,31.4436082535068,8.23,1.48,52.22,68.3,32.9089531890639,7.91,0.54,99.13,67.82,38.3431049864249,6.92,0.34,71.88,77.59,32.8688089227462,8.2,0.85,112.11,69.06,33.3912383717645,7.62,1.03,33.65,70.36,62.96,97,0.071,23.05,30.0733,608.631346,96,0,87.57
"23",2018090901,17,1,313,51,"None","left",44946,"Ryan Switzer","WR","PIT",100.51,21.5933333333333,3.77,2.6,0.37,29.58,104.08,62,38.51,1,6,10:11:00,48,28,4.13,0,NA,2.07,76,"Touchback",2,3,1,"WR",83.07,25.1833333333333,31,71,2,13.5856749004236,21.45,25.3904128068056,57.6805114239435,21.45,105.72,25.6833333333333,4,6.62360928799397,17.8056648289245,22.6555180916262,0.665545257077202,2,0,18.4323547057884,9.62,2.21,124.14,148.98,19.2541553956542,8.94,2.52,151.94,148.82,30.4507274133148,6.55,0.61,170.7,172.97,31.6664317535146,7.19,1.08,176.73,179.36,29.0556242404117,4.66,0.59,3.38,2.17000000000002,31.6241711353831,6.74,0.84,153.64,164.61,59,87,0.031,11.43,29.9936,426.039972,3311,0,124.69
"24",2018090901,17,1,887,56,"None","left",44946,"Ryan Switzer","WR","PIT",81.72,37.9333333333333,3.41,0.9,0.34,85.91,13.08,36,45.72,1,10,02:07:00,52,62,4.77,0,0,2.19,88,"Return",2,3,7,"WR",60.62,33.6633333333333,32,80,2.4,12.9001482078588,25.74,28.7916901863146,63.4134353283276,30.888,87.51,36.1233333333333,4.8,6.06631683973067,21.5277239855959,27.0022906435732,-0.302983206460996,2.4,0,23.3859979474899,9.24,1.63,18.86,19.03,23.3803614172236,9.3,1.23,168.09,3.04000000000002,28.5387683686595,8.85,0.76,172.52,171.95,31.3846092854444,8.17,0.82,7.61000000000001,170.69,23.7453174331277,9,1.28,30.72,12.71,31.9840866682167,9.51,1.98,139.47,141.83,59,87,0.031,11.43,29.9936,424.147282,2827,0,64.34
"25",2018090901,17,1,588,54,"None","left",44946,"Ryan Switzer","WR","PIT",80.17,18.5133333333333,4.62,0.74,0.46,111.2,45.08,35,45.17,1,9,06:34:00,47,25,4.02,0,22,2.17,50,"Return",2,3,1,"WR",58.96,13.6433333333333,33,75,2.1,13.4991477433177,22.5225,26.2581415192682,59.0930551543484,23.648625,81.35,16.3533333333333,4.2,2.46130046926416,21.7619162759165,22.5534077247763,-1.07080109677507,2.1,0,22.7938785642111,9.5,0.9,165.45,156.15,23.2949651212445,8.92,0.58,169.4,156.77,34.3591166941177,7.46,1.33,25.8,11.52,36.4021675178828,7.06,1.17,175.27,0.939999999999998,37.308403879019,7.15,0.55,4.47000000000003,170.05,37.7580574182518,2.99,3.38,169.78,22.32,59,87,0.031,11.43,29.9936,577.517984,3094,0,59.35
"26",2018090901,17,1,474,54,"None","right",46174,"Antonio Callaway","WR","CLE",94.55,28.07,4.95,0.88,0.49,118.14,158.86,53,41.55,1,9,07:51:00,43,43,4,0,NA,2.26,86,"Downed",2,2,0,"WR",71.52,30.02,34,73,2,12.7924600779325,20.91375,24.515953457045,58.5765288045148,20.3775,88.7,40.23,3.9,13.4940023714241,23.1124079230183,19.9849068048865,-1.12239447051947,1.9,0,21.5708785171119,9.44,1.45,93.23,101.17,20.764404638708,7.95,1.28,87.67,83.37,22.0527776028327,9.31,2.15,6.23,66.88,30.5680830278904,8.3,0.79,69.73,77.24,21.925567267462,8.58,3.28,69.95,69.67,23.1760220918086,8.25,1.5,103.37,109.14,59,87,0.031,11.43,29.9936,357.065224,3171,0,95.82
"27",2018090901,18,1,1491,52,"None","right",44946,"Ryan Switzer","WR","PIT",100.59,36.21,3.82,1.26,0.38,101.67,178.32,63,37.59,2,20,07:39:00,39,35,3.92,7,4,2.06,82,"Return",2,3,1,"WR",80.64,36.73,32,72,2,12.5678789479371,21.45,24.8606934989754,59.6635652158911,21.45,100.54,42.93,4,6.7201860093304,19.9567757916954,20.843464203438,-1.56335598790315,2,0,21.8972372686602,6.71,2.85,87.18,103.54,21.283122421299,7.37,2.11,51.7,106.91,26.3681190076198,8.5,0.51,68.55,50.27,30.4144833919631,7.02,1.78,76.29,81.34,21.3313407923646,7.3,1.79,163.24,112.61,25.9880453285737,8.69,1.9,18.69,57.13,60.08,90,0.031,8.08,29.9906,382.463595,2259,0,97.46
"28",2018090901,18,1,1723,51,"None","right",44946,"Ryan Switzer","WR","PIT",99.1,18.5,4.48,2.15,0.44,55.33,29.58,64,35.1,2,10,02:43:00,37,37,3.9,7,NA,2.06,83,"Downed",2,2,8,"WR",82.82,15.36,31,70,2,12.1477822154814,20.91375,24.1858130278324,59.8801321891819,20.3775,100.55,14.61,3.9,4.15145757535832,16.5800482508345,17.7458558542551,-1.21399915269359,1.9,0,18.8406422395841,6.61,0.43,23.82,60.16,17.4759177155307,5.93,2.68,133.9,58.38,24.6491074889133,8.77,1.18,115.8,124.03,30.3308308491541,7.18,0.94,114.79,103.11,25.4518859811999,8.35,2.04,31.45,124.01,38.4885606381948,5.04,1.52,84,83.54,60.08,90,0.031,8.08,29.9906,361.22224,1963,0,99.79
"29",2018090901,19,1,2632,39,"None","left",44946,"Ryan Switzer","WR","PIT",69.5,22.2533333333333,2.66,1.72,0.27,10.33,5.02999999999997,24,45.5,3,17,06:18:00,45,25,3.86,7,20,2.25,39,"Return",2,3,0,"WR",45.97,22.7433333333333,20,57,1.9,14.2944032221352,19.84125,24.4541441281328,54.2570703248134,18.33975,65.55,20.8133333333333,3.6,4.2042954225411,23.5351014444383,19.6748900886384,0.349583846322995,1.7,0,28.6862789500486,8.36,1.18,131.98,135.57,26.9432830219333,7,1.66,35.21,168.21,34.6250270758017,8.19,1.02,56.05,13.25,36.1945147777947,7.55,0.18,8.48000000000002,172.41,27.4788682445256,7.75,3.52,16.73,139.37,29.5699594183015,7.79,1.59,109.74,145.07,60.98,87,0.13,10.31,29.9729,616.53643,1278,0,46.81
"30",2018090901,19,1,2907,53,"None","left",44946,"Ryan Switzer","WR","PIT",102.75,37.0433333333333,4.75,2.93,0.47,25.5,75.71,63,39.75,3,10,03:35:00,33,33,4.22,14,NA,2.14,80,"Fair Catch",2,3,1,"WR",77.81,41.8333333333333,32,74,2.1,10.4657288132187,22.5225,24.8353475079741,65.1097125006245,23.648625,94.69,43.5633333333333,4.2,10.366966769504,25.3958205222828,16.9684206689957,-0.680164209330722,2.1,0,26.9043137805074,7.08,1.25,24.09,162.4,26.4709841146868,6.4,1.31,120.41,162.94,28.9410988042956,9.23,0.84,129.79,129.81,29.0490103101637,6.79,1.46,168.62,167.57,26.5968362780237,6.87,1.73,25.4,178.03,29.1674081810503,8.46,0.88,143.12,124.79,60.98,87,0.13,10.31,29.9729,535.419457,1115,0,95.97
"31",2018090901,19,1,3215,51,"None","left",44837,"Jabrill Peppers","FS","CLE",103.87,38.0133333333333,5.12,1.55,0.51,163.09,86.27,76,27.87,4,6,12:15:00,22,22,4.08,-14,NA,2.28,56,"Fair Catch",2,2,0,"DB",87.54,44.0733333333333,30,72,2.1,9.44616714314039,22.5225,24.4232078144159,67.2804324693158,23.648625,99.05,45.7333333333333,4.2,9.1011427853869,17.4181658046994,11.6290885283413,-1.01266288609734,2.1,0,10.6652519895219,7.23,1.39,8.54000000000002,178.71,11.1623698200696,6.99,2.12,2.93000000000001,7.86000000000001,18.3093227619156,7.1,4.13,68.7,147.15,23.0331977805949,7.03,0.63,161.66,149.18,11.5662353425823,6.87,2.11,166.86,165.59,17.7991011008983,7.63,0.9,107.45,138.55,60.98,87,0.13,10.31,29.9729,153.127226,735,0,98.33
"32",2018090901,19,1,3463,56,"None","left",46174,"Antonio Callaway","WR","CLE",68.67,18.2733333333333,5.35,1.22,0.53,162.3,109.28,21,47.67,4,13,08:52:00,36,36,4.57,-14,NA,2.37,47,"Downed",2,4,0,"WR",36.21,16.6333333333333,35,78,2.1,10.1876649983154,23.05875,25.2090156428291,66.1970745508802,24.77475,49.81,6.76333333333334,4.3,22.0947889783994,32.5014030466379,16.804073910811,0.547948660176897,2.2,0,32.7670322122709,8.36,1.63,179.39,11.75,27.7357422831984,7.12,2.05,19.38,29.48,34.0292256744111,9.22,0.99,26.1,166.03,36.6849083411694,8.56,3.03,65.27,41.21,33.6277638269332,8.23,1.06,41.28,177.77,34.6459232811019,6.97,0.42,48.47,31.24,60.98,87,0.13,10.31,29.9729,798.765755,532,0,57.74
